TenureMonths,CustomerAge,MonthlyCharges,TotalCharges,ChargesPerTenure,SupportTickets,ContractType,InternetService,PaymentMethod,OnlineSecurity,TechSupport,PaperlessBilling,Dependents,Churn,ClusterPersona
31,36,86.1,2625.46,84.69,3,Two year,Fiber optic,Credit card,No,No,No,Yes,0,2
31,36,28.1,932.25,30.07,2,Two year,No,Bank transfer,Yes,No,Yes,No,0,1
28,68,55.77,1539.39,54.98,1,Two year,DSL,Electronic check,No,No,Yes,No,0,1
58,39,48.93,2869.83,49.48,0,One year,DSL,Electronic check,No,No,Yes,No,0,0
32,50,52.16,1717.78,53.68,0,Two year,DSL,Electronic check,No,Yes,Yes,No,0,1
57,42,86.8,4984.13,87.44,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,0
72,19,58.13,4153.93,57.69,2,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,0
43,18,47.03,2059.84,47.9,0,Two year,DSL,Mailed check,No,No,Yes,Yes,0,1
6,35,50.81,312.83,52.14,1,One year,DSL,Bank transfer,No,No,Yes,Yes,0,1
29,54,67.63,1914.79,66.03,1,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,0,2
25,51,121.5,3034.37,121.37,0,One year,Fiber optic,Electronic check,No,No,No,No,0,2
65,52,53.56,,53.02,0,Two year,DSL,Mailed check,No,Yes,Yes,No,0,1
21,30,20.12,435.99,20.76,0,One year,No,Credit card,No,Yes,No,No,0,1
11,61,22.32,272.96,24.81,0,One year,No,Electronic check,Yes,Yes,No,No,0,1
15,30,45.91,727.97,48.53,0,One year,DSL,Electronic check,Yes,Yes,Yes,No,0,1
7,44,103.5,721.72,103.1,3,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,Yes,1,2
72,41,96.75,6933.98,96.31,1,Two year,Fiber optic,Bank transfer,Yes,Yes,No,No,0,0
23,39,55.38,1231.43,53.54,0,Two year,DSL,Electronic check,No,No,No,No,0,1
7,58,56.35,418.09,59.73,2,One year,DSL,Bank transfer,Yes,No,Yes,No,0,1
69,33,78.24,5432.35,78.73,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,0
72,25,88.78,6411.43,89.05,1,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,0,0
26,42,66.68,1703.79,65.53,1,Two year,DSL,Electronic check,No,No,Yes,No,0,2
6,37,87.62,503.23,83.87,0,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
16,82,89.5,1411.84,88.24,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,1,2
19,50,117.68,2183.27,114.91,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes,1,2
24,37,60.66,1473.36,61.39,0,Two year,DSL,Bank transfer,No,No,No,No,0,1
8,29,73.11,579.86,72.48,1,Two year,Fiber optic,Mailed check,Yes,Yes,No,No,0,2
45,19,58.49,2681.92,59.6,2,Two year,DSL,Credit card,Yes,No,Yes,Yes,0,0
2,29,98.16,162.22,81.11,0,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
51,43,96.41,4911.5,96.3,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,0
58,59,95.64,5503.58,94.89,2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
17,55,64.21,1078.25,63.43,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,2
22,44,66.17,1483.3,67.42,1,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,2
63,38,26.87,1694.95,26.9,1,Month-to-month,No,Credit card,Yes,No,Yes,No,0,1
37,45,94.25,3453.22,93.33,0,One year,Fiber optic,Credit card,No,Yes,No,Yes,1,0
17,35,64.25,1039.79,61.16,0,One year,DSL,Credit card,Yes,Yes,No,No,0,1
19,62,108.92,2057.73,108.3,0,One year,Fiber optic,Electronic check,No,Yes,Yes,Yes,1,2
33,39,38.69,1283.95,38.91,2,Two year,DSL,Bank transfer,No,No,No,Yes,0,1
72,40,27.24,1990.25,27.64,0,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
20,18,125.0,2473.87,123.69,1,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
17,39,81.48,1358.18,79.89,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,1,2
24,52,60.36,1522.88,63.45,2,Month-to-month,DSL,Mailed check,No,No,No,Yes,0,2
24,29,82.18,1971.36,82.14,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,2
29,32,25.05,759.72,26.2,1,Month-to-month,No,Electronic check,Yes,Yes,Yes,Yes,0,1
22,51,48.75,1028.13,46.73,1,Two year,DSL,Mailed check,Yes,Yes,No,Yes,0,1
53,24,98.32,5222.25,98.53,1,One year,Fiber optic,Electronic check,No,No,Yes,No,0,0
10,54,24.81,273.93,27.39,5,Month-to-month,No,Credit card,No,Yes,Yes,No,1,1
32,35,97.34,3116.9,97.4,0,Month-to-month,Fiber optic,Credit card,No,No,No,No,0,0
33,37,81.66,2633.74,79.81,0,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
11,28,81.72,867.14,78.83,2,Two year,Fiber optic,Credit card,No,Yes,Yes,No,0,2
31,46,96.58,3006.94,97.0,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
33,71,47.46,1510.32,45.77,2,One year,DSL,Credit card,No,No,No,Yes,0,1
1,51,50.09,138.74,138.74,5,Two year,DSL,Electronic check,Yes,Yes,No,No,0,2
9,31,59.66,576.85,64.09,2,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,1,1
66,55,22.94,1461.59,22.15,0,Month-to-month,No,Bank transfer,Yes,No,Yes,No,0,1
14,38,50.2,712.01,50.86,1,One year,DSL,Electronic check,No,Yes,Yes,Yes,0,1
7,58,46.01,324.69,46.38,0,One year,DSL,Mailed check,No,No,Yes,No,0,1
3,51,66.8,238.5,79.5,1,One year,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,2
9,18,99.72,810.11,90.01,0,One year,Fiber optic,Credit card,No,Yes,Yes,No,0,2
21,29,65.71,,65.99,0,Two year,DSL,Electronic check,No,Yes,Yes,No,0,2
7,53,26.04,140.21,20.03,1,Month-to-month,No,Mailed check,No,No,No,Yes,0,1
37,43,61.28,2282.63,61.69,2,Two year,DSL,Bank transfer,No,No,Yes,No,0,1
11,29,26.47,253.09,23.01,5,One year,No,Electronic check,No,No,Yes,No,1,1
29,34,83.06,2456.54,84.71,0,One year,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,2
60,19,104.96,6308.5,105.14,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,0
58,40,77.02,4404.03,75.93,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
29,68,91.39,2561.04,88.31,3,One year,Fiber optic,Bank transfer,No,No,Yes,No,0,2
8,51,44.89,376.59,47.07,1,One year,DSL,Electronic check,Yes,Yes,No,No,0,1
22,68,50.95,1096.62,49.85,3,Month-to-month,DSL,Electronic check,No,No,No,Yes,0,1
30,52,84.0,2539.94,84.66,0,One year,Fiber optic,Bank transfer,No,No,No,Yes,0,2
72,54,30.2,2151.13,29.88,0,Month-to-month,No,Mailed check,Yes,No,Yes,Yes,0,1
3,65,102.57,349.84,116.61,0,Two year,Fiber optic,Credit card,No,Yes,Yes,No,1,2
22,46,93.24,2086.53,94.84,2,Two year,Fiber optic,Credit card,No,Yes,No,No,0,2
36,39,84.98,3074.53,85.4,1,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,1,0
25,54,47.03,1144.19,45.77,0,Two year,DSL,Mailed check,No,No,Yes,Yes,0,1
27,59,77.51,2072.28,76.75,2,Two year,Fiber optic,Electronic check,Yes,No,No,No,0,2
12,36,94.01,1119.09,93.26,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
45,33,80.8,3599.15,79.98,0,One year,Fiber optic,Mailed check,No,Yes,No,Yes,0,0
24,43,91.01,2207.39,91.97,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,2
27,51,27.1,720.18,26.67,4,One year,No,Electronic check,Yes,No,No,No,0,1
48,51,31.53,1507.2,31.4,2,Month-to-month,No,Electronic check,Yes,No,No,No,0,1
18,24,70.4,1249.07,69.39,4,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,0,2
55,64,86.2,4740.34,86.19,0,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,0,0
7,34,67.32,477.39,68.2,2,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,2
28,38,104.28,2900.55,103.59,0,Two year,Fiber optic,Mailed check,No,No,Yes,Yes,0,2
11,31,109.76,1199.06,109.01,3,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,No,1,2
8,74,59.33,458.34,57.29,1,Month-to-month,DSL,Electronic check,No,No,Yes,No,1,2
72,44,92.54,6646.65,92.31,1,Two year,Fiber optic,Credit card,Yes,No,Yes,No,0,0
7,31,83.86,587.73,83.96,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,2
24,52,95.17,2194.53,91.44,0,One year,Fiber optic,Credit card,Yes,No,Yes,No,0,2
6,51,62.82,426.03,71.0,0,Two year,DSL,Mailed check,No,No,Yes,No,0,2
53,39,93.4,4976.68,93.9,4,Two year,Fiber optic,Credit card,Yes,No,Yes,Yes,0,0
16,52,77.28,1242.13,77.63,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,2
48,32,58.9,2856.61,59.51,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,0
36,36,83.05,2942.15,81.73,2,Two year,Fiber optic,Credit card,Yes,Yes,No,No,0,0
72,18,23.74,1647.98,22.89,0,Month-to-month,No,Bank transfer,No,No,Yes,No,0,1
5,26,98.64,427.1,85.42,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,2
9,63,30.2,286.94,31.88,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,1,1
46,61,29.17,1346.98,29.28,0,Month-to-month,No,Bank transfer,No,Yes,No,No,0,1
29,42,48.9,1430.66,49.33,0,One year,DSL,Bank transfer,No,No,No,No,0,1
19,61,27.53,555.9,29.26,0,One year,No,Bank transfer,No,Yes,Yes,Yes,0,1
72,40,52.45,3693.11,51.29,1,Two year,DSL,Bank transfer,Yes,No,No,No,0,0
23,39,62.73,1400.64,60.9,0,One year,DSL,Bank transfer,No,No,No,No,0,1
11,42,81.18,870.1,79.1,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No,0,2
48,40,86.49,4174.62,86.97,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
23,39,99.51,2293.99,99.74,2,Two year,Fiber optic,Electronic check,No,No,No,No,0,2
25,55,106.76,2761.22,110.45,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,2
38,43,63.77,2385.08,62.77,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,0,0
39,50,78.63,3084.7,79.09,1,Two year,Fiber optic,Mailed check,Yes,No,No,Yes,0,0
9,54,104.04,969.59,107.73,0,One year,Fiber optic,Bank transfer,Yes,No,No,No,0,2
18,46,59.6,1124.04,62.45,0,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No,0,1
6,30,50.28,294.53,49.09,1,Two year,DSL,Electronic check,Yes,No,No,No,0,1
30,25,96.03,2835.32,94.51,2,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
72,43,51.94,3762.46,52.26,1,Month-to-month,DSL,Bank transfer,No,No,Yes,Yes,0,0
10,39,99.06,1000.82,100.08,0,Two year,Fiber optic,Credit card,Yes,No,Yes,Yes,1,2
5,43,82.03,430.28,86.06,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
13,41,44.95,631.56,48.58,1,One year,DSL,Mailed check,Yes,Yes,Yes,Yes,0,1
19,73,83.16,1571.8,82.73,1,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
39,26,75.19,2895.92,74.25,2,Two year,DSL,Electronic check,No,No,Yes,No,0,0
17,18,58.16,1008.62,59.33,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,1
30,45,94.75,2853.41,95.11,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,0,2
15,37,112.11,1670.62,111.37,2,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes,1,2
20,45,63.33,1231.28,61.56,3,One year,DSL,Electronic check,Yes,No,Yes,Yes,0,2
11,49,86.29,961.13,87.38,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,2
8,57,57.58,490.65,61.33,0,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,1
40,23,95.43,3761.49,94.04,2,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes,0,0
16,35,104.01,1665.65,104.1,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,2
32,47,87.05,2806.24,87.7,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes,1,2
11,51,23.38,320.18,29.11,0,Two year,No,Electronic check,No,No,No,Yes,0,1
23,68,68.77,1583.93,68.87,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,1,2
2,53,51.11,156.64,78.32,1,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,1,2
17,41,64.4,1124.2,66.13,0,Two year,DSL,Bank transfer,No,No,No,No,0,2
12,31,19.17,260.06,21.67,1,One year,No,Bank transfer,Yes,Yes,Yes,No,0,1
52,35,56.84,2927.6,56.3,2,Month-to-month,DSL,Bank transfer,No,No,No,Yes,0,0
7,34,102.29,802.74,114.68,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,1,2
20,49,94.49,1891.9,94.59,1,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
30,45,105.0,3157.19,105.24,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
47,26,64.9,3050.98,64.91,1,One year,Fiber optic,Electronic check,No,Yes,No,No,0,0
42,36,110.79,4696.7,111.83,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,0
22,52,76.12,1743.11,79.23,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,2
24,46,92.21,2236.16,93.17,2,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,2
52,48,78.68,4078.09,78.42,0,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,0
21,46,92.34,1998.58,95.17,1,Two year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
26,61,88.25,2250.35,86.55,3,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,2
53,44,103.93,5483.68,103.47,1,One year,Fiber optic,Electronic check,No,No,No,Yes,1,0
72,37,19.42,1349.89,18.75,1,Month-to-month,No,Credit card,No,Yes,No,Yes,0,1
28,31,65.49,1820.74,65.03,4,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,0,2
34,44,39.42,1375.53,40.46,3,Two year,DSL,Credit card,Yes,Yes,Yes,No,0,1
42,18,20.99,873.9,20.81,2,Month-to-month,No,Bank transfer,Yes,Yes,No,Yes,0,1
53,39,64.24,3406.85,64.28,2,Two year,Fiber optic,Bank transfer,Yes,Yes,No,Yes,0,0
48,39,47.35,2285.56,47.62,1,One year,DSL,Mailed check,Yes,No,No,Yes,0,1
14,25,84.77,1178.75,84.2,0,Two year,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
29,30,20.95,568.36,19.6,1,One year,No,Credit card,No,No,Yes,No,0,1
48,51,77.65,3669.54,76.45,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,0,0
60,44,97.74,5910.35,98.51,2,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,0,0
20,43,53.31,1043.95,52.2,0,Month-to-month,DSL,Bank transfer,Yes,Yes,No,No,1,1
29,45,23.92,669.57,23.09,0,Month-to-month,No,Mailed check,No,Yes,Yes,No,0,1
31,43,107.73,3287.35,106.04,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,0
24,56,20.29,482.26,20.09,1,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
28,43,39.58,1127.22,40.26,2,Two year,DSL,Electronic check,No,Yes,No,No,0,1
72,24,61.89,4443.25,61.71,0,Month-to-month,DSL,Credit card,No,No,Yes,No,0,0
20,61,84.47,1701.6,85.08,1,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
21,46,56.3,1113.17,53.01,1,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
4,34,67.63,276.47,69.12,2,Two year,Fiber optic,Electronic check,No,No,Yes,No,0,2
3,26,24.79,60.06,20.02,0,Month-to-month,No,Electronic check,No,Yes,No,Yes,0,1
33,46,63.13,2032.97,61.61,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
48,40,28.24,1298.77,27.06,0,Month-to-month,No,Electronic check,No,No,No,No,0,1
42,60,83.59,3480.72,82.87,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,0
11,37,103.18,1092.45,99.31,0,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,1,2
40,31,77.85,3126.11,78.15,1,Two year,Fiber optic,Electronic check,Yes,No,No,No,0,0
21,52,84.39,1787.47,85.12,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,Yes,0,2
17,53,105.05,1791.85,105.4,0,One year,Fiber optic,Mailed check,No,No,Yes,No,1,2
6,44,100.46,615.93,102.66,2,Two year,Fiber optic,Electronic check,No,Yes,No,No,0,2
12,50,89.91,1023.93,85.33,2,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
34,41,47.9,1646.52,48.43,2,Month-to-month,DSL,Credit card,No,No,Yes,Yes,0,1
29,44,96.21,2813.57,97.02,3,One year,Fiber optic,Electronic check,No,Yes,No,Yes,0,2
26,55,21.91,579.25,22.28,1,Month-to-month,No,Credit card,No,No,Yes,No,0,1
1,49,80.72,80.72,80.72,2,One year,Fiber optic,Mailed check,Yes,No,Yes,No,1,2
26,39,106.64,2746.6,105.64,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,0,2
14,58,108.53,1531.26,109.38,2,Two year,Fiber optic,Mailed check,No,No,Yes,Yes,0,2
29,18,75.59,,75.13,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,Yes,0,2
54,66,112.03,6081.65,112.62,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
16,21,28.24,461.47,28.84,1,One year,No,Mailed check,No,Yes,No,Yes,0,1
25,34,98.96,2468.07,98.72,2,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,1,2
72,41,47.76,3426.98,47.6,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,0,0
28,40,85.72,2394.6,85.52,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,No,0,2
22,54,91.67,2011.29,91.42,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
11,29,98.13,1076.69,97.88,2,One year,Fiber optic,Bank transfer,Yes,No,No,No,0,2
41,45,58.68,2360.58,57.58,2,One year,DSL,Credit card,No,No,No,No,0,1
9,35,55.6,508.77,56.53,2,One year,DSL,Mailed check,Yes,No,No,No,0,1
55,45,27.02,1491.8,27.12,0,One year,No,Bank transfer,No,No,Yes,Yes,0,1
37,41,49.52,1790.86,48.4,2,Month-to-month,DSL,Bank transfer,No,No,No,No,0,1
14,43,67.26,949.68,67.83,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,0,2
11,35,78.5,863.11,78.46,1,One year,Fiber optic,Bank transfer,No,Yes,No,No,0,2
12,35,78.46,,76.04,3,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
3,45,49.81,170.65,56.88,4,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,0,1
32,53,86.97,2829.95,88.44,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
2,34,22.66,25.28,12.64,1,Month-to-month,No,Electronic check,No,No,Yes,No,1,1
21,31,75.58,1590.81,75.75,1,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
20,49,82.15,1686.75,84.34,0,One year,Fiber optic,Credit card,No,No,No,No,1,2
17,41,100.84,1637.57,96.33,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,1,2
32,51,40.19,1352.24,42.26,1,One year,DSL,Bank transfer,Yes,Yes,Yes,Yes,0,1
14,31,27.13,,27.33,2,Month-to-month,No,Electronic check,No,No,Yes,Yes,1,1
26,20,21.51,585.68,22.53,1,Month-to-month,No,Mailed check,No,Yes,No,No,0,1
55,35,25.42,1338.33,24.33,2,Two year,No,Electronic check,Yes,No,Yes,No,0,1
35,32,113.77,3934.28,112.41,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,0
16,41,78.87,1228.18,76.76,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,1,2
23,34,67.47,1514.77,65.86,0,Two year,DSL,Bank transfer,No,No,No,No,0,2
17,50,87.79,1410.78,82.99,3,Two year,Fiber optic,Electronic check,No,No,Yes,No,0,2
20,38,81.47,1587.8,79.39,5,One year,Fiber optic,Mailed check,No,No,Yes,No,0,2
27,43,21.97,564.12,20.89,0,Month-to-month,No,Credit card,No,Yes,No,No,0,1
6,43,113.48,630.69,105.11,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
4,44,23.51,146.12,36.53,1,Two year,No,Electronic check,Yes,No,Yes,Yes,0,1
10,41,32.66,348.91,34.89,0,One year,No,Bank transfer,No,No,Yes,Yes,0,1
33,48,18.5,584.75,17.72,0,Two year,No,Electronic check,Yes,No,No,No,0,1
37,32,41.77,1565.93,42.32,1,Month-to-month,DSL,Credit card,No,Yes,Yes,Yes,0,1
41,58,74.0,3045.82,74.29,1,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,0
11,39,89.7,926.4,84.22,3,Two year,Fiber optic,Mailed check,No,Yes,Yes,No,0,2
25,26,94.24,2371.08,94.84,1,One year,Fiber optic,Mailed check,Yes,No,No,Yes,1,2
17,44,48.5,809.82,47.64,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
21,31,110.37,2341.95,111.52,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,2
16,49,38.3,574.89,35.93,0,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
28,68,119.47,3364.13,120.15,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes,0,2
13,32,96.0,1284.79,98.83,1,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,1,2
51,45,28.07,1445.58,28.34,2,Month-to-month,No,Bank transfer,No,No,Yes,No,0,1
51,20,86.91,4369.63,85.68,2,One year,Fiber optic,Electronic check,No,No,Yes,No,1,0
33,47,88.95,3021.55,91.56,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,0,0
47,31,100.98,4766.8,101.42,2,Two year,Fiber optic,Bank transfer,No,No,No,No,0,0
5,34,42.85,205.9,41.18,1,Month-to-month,DSL,Bank transfer,No,No,No,No,0,1
53,28,85.89,4573.91,86.3,3,One year,Fiber optic,Bank transfer,No,No,No,No,0,0
30,50,61.05,1905.57,63.52,0,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,2
13,54,22.37,241.3,18.56,0,One year,No,Bank transfer,No,No,No,Yes,0,1
12,42,110.12,1359.75,113.31,1,Two year,Fiber optic,Electronic check,No,No,No,No,1,2
66,31,53.69,3537.55,53.6,2,Two year,DSL,Bank transfer,Yes,Yes,No,Yes,0,0
41,61,98.71,4035.86,98.44,2,One year,Fiber optic,Bank transfer,Yes,No,No,No,0,0
20,32,76.78,1526.53,76.33,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes,0,2
5,18,87.39,363.75,72.75,4,Two year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
55,47,54.37,3007.24,54.68,1,Two year,DSL,Credit card,No,Yes,Yes,No,0,0
8,28,21.61,87.93,10.99,0,Two year,No,Credit card,No,No,Yes,No,0,1
17,53,60.83,1015.74,59.75,2,Month-to-month,DSL,Credit card,No,No,Yes,No,1,1
20,37,57.86,1139.58,56.98,1,Two year,DSL,Bank transfer,No,No,Yes,No,0,1
12,49,55.26,649.72,54.14,2,Month-to-month,DSL,Credit card,Yes,No,Yes,Yes,0,1
19,58,68.14,1219.1,64.16,0,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,2
23,27,43.92,1041.42,45.28,2,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
19,35,41.34,721.02,37.95,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,0,1
29,41,93.58,2681.54,92.47,1,One year,Fiber optic,Electronic check,No,No,Yes,No,0,2
67,60,85.97,5740.78,85.68,0,Two year,Fiber optic,Credit card,No,No,Yes,No,0,0
6,34,68.67,400.99,66.83,0,One year,DSL,Mailed check,Yes,Yes,Yes,Yes,0,2
26,34,45.07,1185.1,45.58,2,One year,DSL,Credit card,No,No,No,Yes,0,1
8,47,118.9,951.85,118.98,0,One year,Fiber optic,Electronic check,No,No,Yes,No,1,2
5,35,47.97,307.45,61.49,1,One year,DSL,Mailed check,Yes,Yes,Yes,No,0,1
45,43,107.14,4833.62,107.41,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,1,0
28,23,48.31,1362.42,48.66,4,Two year,DSL,Credit card,No,No,No,Yes,0,1
5,68,49.37,226.69,45.34,1,One year,DSL,Electronic check,Yes,Yes,No,Yes,0,1
19,25,84.41,1614.35,84.97,0,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,2
10,38,36.44,347.32,34.73,0,One year,DSL,Bank transfer,Yes,Yes,No,No,0,1
20,41,57.05,1124.15,56.21,2,Two year,DSL,Electronic check,No,Yes,No,No,0,1
38,64,80.43,3167.23,83.35,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,0,0
35,26,29.35,1081.27,30.89,3,Month-to-month,No,Electronic check,Yes,No,Yes,Yes,0,1
16,65,80.73,1261.19,78.82,1,One year,Fiber optic,Electronic check,No,No,Yes,No,0,2
46,51,84.28,3899.57,84.77,1,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,0
58,47,31.58,1840.82,31.74,1,Two year,No,Electronic check,Yes,No,No,No,0,1
38,30,20.81,767.75,20.2,1,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
14,48,97.0,1430.9,102.21,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,1,2
21,33,71.13,1486.81,70.8,1,Two year,Fiber optic,Bank transfer,No,No,Yes,Yes,0,2
66,57,93.56,6223.53,94.3,2,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
17,30,53.7,889.88,52.35,0,One year,DSL,Electronic check,No,Yes,No,No,0,1
35,40,86.17,3054.61,87.27,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,Yes,1,0
12,35,23.71,331.33,27.61,0,Month-to-month,No,Credit card,No,No,Yes,No,0,1
46,30,97.76,4463.22,97.03,1,One year,Fiber optic,Mailed check,Yes,No,No,No,0,0
11,50,79.85,866.87,78.81,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
21,48,92.32,1935.77,92.18,0,Two year,Fiber optic,Credit card,No,No,Yes,No,0,2
34,56,83.09,2882.25,84.77,1,One year,Fiber optic,Bank transfer,No,No,Yes,Yes,0,0
72,20,109.7,7952.92,110.46,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
